symbol,name,group,subgroup,summary,reference_url,analysis_date
00853B.TWO,統一美債10年Aa-A,債券市場,高信評公司債,鎖定美國 10 年期以上信評介於 Aa 至 A 級之企業債。,https://www.upro.com.tw/,2026-05-10
00856B.TWO,永豐1-3年美公債,債券市場,短天期公債,鎖定美國 1-3 年期公債，適合作為現金緩衝工具。,https://sitc.sinopac.com/,2026-05-10
00857B.TWO,永豐20年美公債,債券市場,長天期公債,鎖定美國 20 年期以上公債，對利率變動敏感度高。,https://sitc.sinopac.com/,2026-05-10
00858.TWO,永豐美國500大,區域配置,美股寬基,鎖定美國市值前 500 大企業（非 S&P 500 指數，但特性相似）。,https://sitc.sinopac.com/,2026-05-10
00859B.TWO,群益0-1年美債,債券市場,超短天期公債,鎖定 1 年期以內之超短期美債，幾無利率風險，接近貨幣基金。,https://www.capitalfund.com.tw/,2026-05-10
00860B.TWO,群益1-5Y投資級債,債券市場,短中期公司債,鎖定 1-5 年期全球投資等級公司債。,https://www.capitalfund.com.tw/,2026-05-10
00861.TW,元大全球未來通訊,通訊傳播,5G 與電信,鎖定全球在 5G 基建、光通訊及通訊服務之龍頭企業。,https://www.yuantafunds.com/,2026-05-10
00862B.TWO,中信投資級公司債,債券市場,投資等級債,鎖定彭博 10 年期以上投資等級公司債指數。,https://www.ctbcbank.com/,2026-05-10
00863B.TWO,中信全球電信債,通訊傳播,電信公司債,鎖定全球電信服務龍頭發行之投資等級債。,https://www.ctbcbank.com/,2026-05-10
00864B.TWO,中信美國公債0-1,債券市場,超短天期公債,鎖定 1 年期以內之美國國庫券。,https://www.ctbcbank.com/,2026-05-10
00865B.TW,國泰US短期公債,債券市場,短天期公債,鎖定 1-3 年期美債，為資產配置中的防禦工具。,https://www.cathayholdings.com/at/,2026-05-10
00867B.TWO,新光A-BBB電信債,通訊傳播,電信公司債,鎖定 A 至 BBB 級之全球電信債券，利差相對較高。,https://www.skit.com.tw/,2026-05-10
00870B.TWO,元大15年EM主權債,債券市場,長天期新興債,鎖定 15 年期以上新興市場美元計價主權債。,https://www.yuantafunds.com/,2026-05-10
00875.TW,國泰網路資安,核心科技板塊,網路安全,鎖定全球專注於防火牆、終端防禦及雲端安全之企業。,https://www.cathayholdings.com/at/,2026-05-10
00876.TW,元大全球5G,通訊傳播,全球 5G 鏈,鎖定全球 5G 關鍵元件、設備及應用（排除中國標的）。,https://www.yuantafunds.com/,2026-05-10
00877.TWO,復華中國5G,區域配置,中國 5G 鏈,專注於中國境內的 5G 基建與通訊應用。,https://www.fhtrust.com.tw/,2026-05-10
00878.TW,國泰永續高股息,收益策略,ESG 高股息,台股國民 ETF，採季配息，篩選 ESG 評分高且股息收益佳之標的。,https://www.cathayholdings.com/at/,2026-05-10
00881.TW,國泰台灣科技龍頭,核心科技板塊,台灣 5G 科技,鎖定台灣半導體、5G 通訊及電動車供應鏈龍頭。,https://www.cathayholdings.com/at/,2026-05-10
00882.TW,中信中國高股息,區域配置,港股高息股,鎖定在香港掛牌且配息優良之中國國企與金融股。,https://www.ctbcbank.com/,2026-05-10
00883B.TWO,中信ESG投資級債,ESG 永續,ESG 債券,鎖定符合 ESG 篩選標準之全球投資等級公司債。,https://www.ctbcbank.com/,2026-05-10
00884B.TWO,中信低碳新興債,ESG 永續,低碳新興債,鎖定低碳排放特徵之新興市場美元債券。,https://www.ctbcbank.com/,2026-05-10
00885.TW,富邦越南,區域配置,越南市場,追蹤富時越南 30 指數，鎖定越南大型績優企業。,https://www.fubon.com/asset-management/,2026-05-10
00886.TWO,永豐美國科技,核心科技板塊,美國科技成長,鎖定美股市場中的科技成長型標的。,https://sitc.sinopac.com/,2026-05-10
00887.TWO,永豐中國科技50大,區域配置,中國科技股,鎖定中國 A 股中市值前 50 大科技領軍企業。,https://sitc.sinopac.com/,2026-05-10
00888.TWO,永豐台灣ESG,ESG 永續,台股 ESG 寬基,結合 ESG 與高股息因子之台股配置工具。,https://sitc.sinopac.com/,2026-05-10
00890B.TWO,凱基ESG BBB債15+,ESG 永續,長天期 ESG 債,鎖定 15 年期以上且符合 ESG 之 BBB 級債券。,https://www.kgifund.com.tw/,2026-05-10
00891.TW,中信關鍵半導體,核心科技板塊,台灣半導體鏈,專注於台灣半導體上中下游，如台積電、聯發科等。,https://www.ctbcbank.com/,2026-05-10
00892.TW,富邦台灣半導體,核心科技板塊,台灣半導體鏈,另一款專注於台灣半導體產業鏈的配置工具。,https://www.fubon.com/asset-management/,2026-05-10
00893.TW,國泰智能電動車,核心科技板塊,電動車產業鏈,全球首檔純電動車 ETF，鎖定 NVIDIA、Tesla 等上中下游龍頭。,https://www.cathayholdings.com/at/,2026-05-10
00894.TW,中信小資高價30,收益策略,高價成長股,鎖定台股高價位（如千金股）且具成長潛力之 30 檔標的。,https://www.ctbcbank.com/,2026-05-10
00895.TW,富邦未來車,核心科技板塊,自動駕駛與電能,除了電動車硬體，更納入自動駕駛軟體與共乘服務巨頭。,https://www.fubon.com/asset-management/,2026-05-10
00896.TW,中信綠能及電動車,ESG 永續,台灣綠能科技,鎖定台灣特有的綠能、電動車及半導體供應鏈。,https://www.ctbcbank.com/,2026-05-10
00897.TW,富邦基因免疫生技,醫療保健,精準醫療,鎖定全球基因編輯、免疫療法等前衛生技企業。,https://www.fubon.com/asset-management/,2026-05-10
00898.TW,國泰基因免疫革命,醫療保健,精準醫療,鎖定全球與人類基因組學相關的醫療創新科技。,https://www.cathayholdings.com/at/,2026-05-10
00899.TW,FT潔淨能源,商品能源,再生能源,追蹤標普全球潔淨能源指數，投資風力、太陽能等再生能源。,https://www.ftft.com.tw/,2026-05-10
00900.TW,富邦特選高股息30,收益策略,滾動高股息,每年 3 次大換股，旨在精準捕捉台股各季配息之最高息標的。,https://www.fubon.com/asset-management/,2026-05-10
00901.TW,永豐智能車供應鏈,核心科技板塊,台灣電動車,專注於台灣在電動車感測器、動力系統等供應鏈優勢。,https://sitc.sinopac.com/,2026-05-10
00902.TW,中信電池及儲能,核心科技板塊,電池技術,鎖定全球電池芯、電解液與原材料（如鋰、鈷）供應商。,https://www.ctbcbank.com/,2026-05-10
00903.TW,富邦元宇宙,核心科技板塊,數位娛樂與運算,鎖定 AR/VR、區塊鏈及雲端運算等元宇宙基礎設施。,https://www.fubon.com/asset-management/,2026-05-10
00904.TW,新光臺灣半導體30,核心科技板塊,台灣半導體,鎖定台股前 30 大半導體市值標的，產業純度高。,https://www.skit.com.tw/,2026-05-10
00905.TW,FT臺灣Smart,區域配置,台灣多因子,結合價值、品質與動能等因子進行選股的多因子台股工具。,https://www.ftft.com.tw/,2026-05-10
00907.TW,永豐優息存股,收益策略,低波高股息,排除電子股，鎖定穩定配息且波動較低的傳產與金融股。,https://sitc.sinopac.com/,2026-05-10
00908.TW,富邦入息REITs+,資產管理,全球不動產,投資全球高配息的不動產投資信託 (REITs)。,https://www.fubon.com/asset-management/,2026-05-10
00909.TW,國泰數位支付服務,核心科技板塊,金融科技與區塊鏈,鎖定數位支付、發卡公司及區塊鏈相關產業標的。,https://www.cathayholdings.com/at/,2026-05-10
00910.TW,第一金太空衛星,核心科技板塊,太空經濟,鎖定全球衛星通訊、低軌衛星及航太相關產業。,https://www.fsitc.com.tw/,2026-05-10
00911.TW,兆豐洲際半導體,核心科技板塊,半導體龍頭,追蹤洲際半導體指數 (ICE)，成分股類似費半但權重編制不同。,https://www.megafunds.com.tw/,2026-05-10
00912.TW,中信臺灣智慧50,區域配置,台灣權值,結合多因子篩選的台股 50 大權值股。,https://www.ctbcbank.com/,2026-05-10
00913.TW,兆豐台灣晶圓製造,核心科技板塊,台灣晶圓製造,專注於台灣具備全球領先優勢的晶圓代工與封測廠。,https://www.megafunds.com.tw/,2026-05-10
00915.TW,凱基優選高股息30,收益策略,低波高股息,兼顧高股息與低波動篩選，為近期績效表現優異的標的。,https://www.kgifund.com.tw/,2026-05-10
00916.TW,國泰全球品牌50,區域配置,品牌消費,鎖定具有強大品牌溢價能力的全球 50 大企業（如 LVMH）。,https://www.cathayholdings.com/at/,2026-05-10
00917.TW,中信特選金融,金融服務,全球金融龍頭,鎖定全球證券、投行、支付系統等多元金融標的。,https://www.ctbcbank.com/,2026-05-10
00918.TW,大華優利高填息30,收益策略,高填息高股息,選取歷史填息機率高的高股息企業，避免「領息賠價差」。,https://www.uobam.com.tw/,2026-05-10
00919.TW,群益台灣精選高息,收益策略,預測型高息,每年 5 月依實際宣告股利率選股，12 月則依預估成長性調倉。,https://www.capitalfund.com.tw/,2026-05-10
00920.TW,富邦ESG綠色電力,ESG 永續,綠色電力,全球化投資在太陽能、風能等發電與配電鏈中領先之標的。,https://www.fubon.com/asset-management/,2026-05-10
00921.TW,兆豐龍頭等權重,區域配置,台灣產業龍頭,挑選台股各產業龍頭並以「等權重」方式配置。,https://www.megafunds.com.tw/,2026-05-10
00922.TW,國泰台灣領袖50,區域配置,低碳權值股,結合低碳與獲利能力篩選的台股領袖級企業。,https://www.cathayholdings.com/at/,2026-05-10
00923.TW,群益台ESG低碳50,ESG 永續,台灣低碳 50,鎖定獲利優異且碳密度低、受惠於碳權紅利之大盤標的。,https://www.capitalfund.com.tw/,2026-05-10
00924.TW,復華S&P500成長,區域配置,美股成長股,鎖定標普 500 指數中成長因子最強的企業。,https://www.fhtrust.com.tw/,2026-05-10
00926.TW,凱基全球菁英55,區域配置,全球多因子,鎖定全球 11 大產業中表現最卓越的 55 檔菁英企業。,https://www.kgifund.com.tw/,2026-05-10
00927.TW,群益半導體收益,核心科技板塊,半導體高股息,兼顧半導體產業的成長力與穩定配息之台灣標的。,https://www.capitalfund.com.tw/,2026-05-10
00928.TWO,中信上櫃ESG 30,區域配置,上櫃成長股,專注於上櫃市場中符合 ESG 篩選的 30 檔成長龍頭。,https://www.ctbcbank.com/,2026-05-10
00929.TW,復華台灣科技優息,收益策略,月配息電子股,台股首檔月配息電子股 ETF，兼顧高息與電子產業成長性。,https://www.fhtrust.com.tw/,2026-05-10
00930.TW,永豐ESG低碳高息,ESG 永續,低碳高股息,台灣唯一兼具 ESG、低碳及高股息因子的選股工具。,https://sitc.sinopac.com/,2026-05-10
00931B.TWO,統一美債20年,債券市場,長天期公債,低單價進入美債市場的配置工具。,https://www.upro.com.tw/,2026-05-10
00932.TW,兆豐永續高息等權,收益策略,等權重高息,結合 ESG 與高息選股，並對成分股採等權重平衡配置。,https://www.megafunds.com.tw/,2026-05-10
00933B.TWO,國泰10Y+金融債,金融服務,月配息金融債,鎖定全球系統重要性銀行債，具備月配息特點。,https://www.cathayholdings.com/at/,2026-05-10
00934.TW,中信成長高股息,收益策略,成長高股息,兼顧高填息、高股息與股價成長性的月配息台股工具。,https://www.ctbcbank.com/,2026-05-10
00935.TW,野村臺灣新科技50,核心科技板塊,創新科技鏈,排除傳產與金融，專注於台灣具全球競爭力的 50 檔新科技標的。,https://www.nomurafunds.com.tw/,2026-05-10
00936.TW,台新永續高息中小,收益策略,中小型 ESG 高息,排除大型權值股，鎖定具成長潛力且具備 ESG 與高息特性的中小型股。,https://www.tsit.com.tw/,2026-05-10
00937B.TWO,群益ESG投等債20+,債券市場,長天期 ESG 債,鎖定 20 年期以上投資等級公司債，並加入 ESG 篩選與月配息機制。,https://www.capitalfund.com.tw/,2026-05-10
00938.TW,凱基優選30,收益策略,價值投資,採價值投資法，篩選低本益比、高獲利穩定度之台股企業。,https://www.kgifund.com.tw/,2026-05-10
00939.TW,統一台灣高息動能,收益策略,動能高股息,結合高息篩選與強勢股動能策略，旨在獲取息收與超額回報。,https://www.upro.com.tw/,2026-05-10
00940.TW,元大台灣價值高息,收益策略,巴菲特價值型,強調現金流、低負債及合理估值，引發全台認購風潮的月配息 ETF。,https://www.yuantafunds.com/,2026-05-10
00941.TW,中信上游半導體,核心科技板塊,半導體設備材料,鎖定全球半導體設備商與材料供應龍頭，如 ASML、應用材料。,https://www.ctbcbank.com/,2026-05-10
00942B.TWO,台新美A公司債20+,債券市場,長天期高信評債,鎖定美國 A 級以上之投資等級公司債。,https://www.tsit.com.tw/,2026-05-10
00943.TW,兆豐電子高息等權,核心科技板塊,電子高息等權,鎖定獲利穩定之電子股，並採等權重平衡各成分股影響。,https://www.megafunds.com.tw/,2026-05-10
00944.TW,野村趨勢動能高息,收益策略,動能高股息,結合「強勢陣容」動能指標與高息因子的台股工具。,https://www.nomurafunds.com.tw/,2026-05-10
00945B.TW,凱基美國非投等債,債券市場,美國非投等債,鎖定美國非投資等級債，追求較高的殖利率收益。,https://www.kgifund.com.tw/,2026-05-10
00946.TW,群益科技高息成長,核心科技板塊,科技高息成長,專注於台灣科技股，篩選外資認可、具獲利成長及高配息之標的。,https://www.capitalfund.com.tw/,2026-05-10
00947.TW,台新臺灣IC設計,核心科技板塊,IC 設計鏈,鎖定台灣具全球競爭力的 IC 設計產業鏈企業。,https://www.tsit.com.tw/,2026-05-10
00948B.TWO,中信優息投資級債,債券市場,收益型公司債,以 10 年期以上投資等級公司債為核心，強化收益表現。,https://www.ctbcbank.com/,2026-05-10
00949.TW,復華日本龍頭,區域配置,日本大型股,鎖定日本具備全球競爭力的龍頭企業，如豐田、索尼。,https://www.fhtrust.com.tw/,2026-05-10
00950B.TWO,凱基A級公司債,債券市場,中長天期公司債,鎖定中長天期 A 級投資等級公司債。,https://www.kgifund.com.tw/,2026-05-10
00951.TW,台新日本半導體,核心科技板塊,日本半導體,鎖定日本在半導體設備、材料領域具領先地位之企業。,https://www.tsit.com.tw/,2026-05-10
00952.TW,凱基台灣AI50,核心科技板塊,台灣 AI 鏈,鎖定台股中受惠於 AI 浪潮的 50 檔軟硬體服務標的。,https://www.kgifund.com.tw/,2026-05-10
00953B.TW,群益優選非投等債,債券市場,非投資等級債,鎖定全球非投資等級債券，透過信用指標篩選優質標的。,https://www.capitalfund.com.tw/,2026-05-10
00954.TW,中信日本半導體,核心科技板塊,日本半導體,另一款聚焦日本半導體上游設備與材料的配置工具。,https://www.ctbcbank.com/,2026-05-10
00955.TWO,中信日本商社,區域配置,日本五大商社,鎖定巴菲特偏好的日本綜合商社，具備多元獲利與穩定特性。,https://www.ctbcbank.com/,2026-05-10
00956.TW,中信日經高股息,區域配置,日本高息股,挑選日經 225 成分股中配息較高之 30 檔標的。,https://www.ctbcbank.com/,2026-05-10
00957B.TWO,兆豐US優選投等債,債券市場,美國公司債,優選美國市場中信用穩健之投資等級債券。,https://www.megafunds.com.tw/,2026-05-10
